Country,State,Year,Gender,Cause Of Suicide,Number Of Suicides,Percentage Share,Category,Reported_Status
India,Odisha,2021,Male,Marriage Related Issues (Extra Marital affairs),7.0,,Marriage,Reported
India,Odisha,2021,Male,Marriage Related Issues (Non-Settlement of Marriage),23.0,,Marriage,Reported
India,Odisha,2021,Male,Marriage Related Issues (Others),28.0,,Marriage,Reported
India,Odisha,2021,Male,Other Causes,429.0,,Various,Reported
India,Odisha,2021,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Odisha,2021,Male,Poverty,2.0,,Various,Reported
India,Odisha,2021,Male,Professional/Career Problem,1.0,,Various,Reported
India,Odisha,2021,Male,Property Dispute,10.0,,Various,Reported
India,Odisha,2021,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),3.0,,Various,Reported
India,Odisha,2021,Male,Unemployment,23.0,,Various,Reported
India,Odisha,2021,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Odisha,2021,Transgender,Causes Not Known,0.0,,Various,Reported
India,Odisha,2021,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Odisha,2021,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Odisha,2021,Transgender,Failure in Examination,0.0,,Various,Reported
India,Odisha,2021,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Odisha,2021,Transgender,Family Problems,0.0,,Various,Reported
India,Odisha,2021,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Odisha,2021,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Odisha,2021,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Odisha,2021,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Odisha,2021,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Odisha,2021,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Odisha,2021,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Odisha,2021,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Odisha,2021,Transgender,Love Affairs,0.0,,Various,Reported
India,Odisha,2021,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Odisha,2021,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Odisha,2021,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Odisha,2021,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Odisha,2021,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Odisha,2021,Transgender,Other Causes,0.0,,Various,Reported
India,Odisha,2021,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Odisha,2021,Transgender,Poverty,0.0,,Various,Reported
India,Odisha,2021,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Odisha,2021,Transgender,Property Dispute,0.0,,Various,Reported
India,Odisha,2021,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Odisha,2021,Transgender,Unemployment,0.0,,Various,Reported
India,Puducherry,2021,Female,Bankruptcy or Indebtedness,8.0,,Various,Reported
India,Puducherry,2021,Female,Causes Not Known,0.0,,Various,Reported
India,Puducherry,2021,Female,Death of Dear Person,0.0,,Various,Reported
India,Puducherry,2021,Female,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Puducherry,2021,Female,Failure in Examination,0.0,,Various,Reported
India,Puducherry,2021,Female,Fall in Social Reputation,0.0,,Various,Reported
India,Puducherry,2021,Female,Family Problems,24.0,,Various,Reported
India,Puducherry,2021,Female,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Puducherry,2021,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Puducherry,2021,Female,Illness (AIDS/STD),0.0,,Illness,Reported
India,Puducherry,2021,Female,Illness (Cancer),0.0,,Illness,Reported
India,Puducherry,2021,Female,Illness (Insanity/Mental illness),5.0,,Illness,Reported
India,Puducherry,2021,Female,Illness (Other Prolonged Illness),23.0,,Illness,Reported
India,Puducherry,2021,Female,Illness (Paralysis),0.0,,Illness,Reported
India,Puducherry,2021,Female,Impotency/Infertility,0.0,,Various,Reported
India,Puducherry,2021,Female,Love Affairs,0.0,,Various,Reported
India,Puducherry,2021,Female,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Puducherry,2021,Female,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Puducherry,2021,Female,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Puducherry,2021,Female,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Puducherry,2021,Female,Marriage Related Issues (Others),2.0,,Marriage,Reported
India,Puducherry,2021,Female,Other Causes,71.0,,Various,Reported
India,Puducherry,2021,Female,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Puducherry,2021,Female,Poverty,0.0,,Various,Reported
India,Puducherry,2021,Female,Professional/Career Problem,0.0,,Various,Reported
India,Puducherry,2021,Female,Property Dispute,0.0,,Various,Reported
India,Puducherry,2021,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Puducherry,2021,Female,Unemployment,0.0,,Various,Reported
India,Puducherry,2021,Male,Bankruptcy or Indebtedness,16.0,,Various,Reported
India,Puducherry,2021,Male,Causes Not Known,38.0,,Various,Reported
India,Puducherry,2021,Male,Death of Dear Person,0.0,,Various,Reported
India,Puducherry,2021,Male,Drug Abuse/Alcoholic Addiction,4.0,,Various,Reported
India,Puducherry,2021,Male,Failure in Examination,0.0,,Various,Reported
India,Puducherry,2021,Male,Fall in Social Reputation,0.0,,Various,Reported
India,Puducherry,2021,Male,Family Problems,72.0,,Various,Reported
India,Puducherry,2021,Male,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Puducherry,2021,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Puducherry,2021,Male,Illness (AIDS/STD),0.0,,Illness,Reported
India,Puducherry,2021,Male,Illness (Cancer),0.0,,Illness,Reported
India,Puducherry,2021,Male,Illness (Insanity/Mental illness),15.0,,Illness,Reported
India,Puducherry,2021,Male,Illness (Other Prolonged Illness),70.0,,Illness,Reported
India,Puducherry,2021,Male,Illness (Paralysis),0.0,,Illness,Reported
India,Puducherry,2021,Male,Impotency/Infertility,0.0,,Various,Reported
India,Puducherry,2021,Male,Love Affairs,3.0,,Various,Reported
India,Puducherry,2021,Male,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Puducherry,2021,Male,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Puducherry,2021,Male,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Puducherry,2021,Male,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Puducherry,2021,Male,Marriage Related Issues (Others),10.0,,Marriage,Reported
India,Puducherry,2021,Male,Other Causes,142.0,,Various,Reported
India,Puducherry,2021,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Puducherry,2021,Male,Poverty,0.0,,Various,Reported
India,Puducherry,2021,Male,Professional/Career Problem,0.0,,Various,Reported
India,Puducherry,2021,Male,Property Dispute,0.0,,Various,Reported
India,Puducherry,2021,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Puducherry,2021,Male,Unemployment,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Causes Not Known,1.0,,Various,Reported
India,Puducherry,2021,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Failure in Examination,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Family Problems,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Puducherry,2021,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Puducherry,2021,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Puducherry,2021,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Puducherry,2021,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Puducherry,2021,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Puducherry,2021,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Love Affairs,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Puducherry,2021,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Puducherry,2021,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Puducherry,2021,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Puducherry,2021,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Puducherry,2021,Transgender,Other Causes,0.0,,Various,Reported
India,Puducherry,2021,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Puducherry,2021,Transgender,Poverty,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Property Dispute,0.0,,Various,Reported
India,Puducherry,2021,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Puducherry,2021,Transgender,Unemployment,0.0,,Various,Reported
India,Punjab,2021,Female,Bankruptcy or Indebtedness,3.0,,Various,Reported
India,Punjab,2021,Female,Causes Not Known,12.0,,Various,Reported
India,Punjab,2021,Female,Death of Dear Person,12.0,,Various,Reported
India,Punjab,2021,Female,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Punjab,2021,Female,Failure in Examination,12.0,,Various,Reported
India,Punjab,2021,Female,Fall in Social Reputation,11.0,,Various,Reported
India,Punjab,2021,Female,Family Problems,129.0,,Various,Reported
India,Punjab,2021,Female,Ideological Causes/Hero Worshipping,1.0,,Various,Reported
India,Punjab,2021,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),1.0,,Various,Reported
India,Punjab,2021,Female,Illness (AIDS/STD),0.0,,Illness,Reported
India,Punjab,2021,Female,Illness (Cancer),3.0,,Illness,Reported
India,Punjab,2021,Female,Illness (Insanity/Mental illness),213.0,,Illness,Reported
India,Punjab,2021,Female,Illness (Other Prolonged Illness),7.0,,Illness,Reported
India,Punjab,2021,Female,Illness (Paralysis),3.0,,Illness,Reported
India,Punjab,2021,Female,Impotency/Infertility,3.0,,Various,Reported
India,Punjab,2021,Female,Love Affairs,28.0,,Various,Reported
India,Punjab,2021,Female,Marriage Related Issues (Divorce),2.0,,Marriage,Reported
India,Punjab,2021,Female,Marriage Related Issues (Dowry Related Issues),23.0,,Marriage,Reported
India,Punjab,2021,Female,Marriage Related Issues (Extra Marital affairs),12.0,,Marriage,Reported
India,Punjab,2021,Female,Marriage Related Issues (Non-Settlement of Marriage),41.0,,Marriage,Reported
India,Punjab,2021,Female,Marriage Related Issues (Others),13.0,,Marriage,Reported
India,Punjab,2021,Female,Other Causes,15.0,,Various,Reported
India,Punjab,2021,Female,"Physical Abuse (Rape, etc.)",2.0,,Various,Reported
India,Punjab,2021,Female,Poverty,11.0,,Various,Reported
India,Punjab,2021,Female,Professional/Career Problem,2.0,,Various,Reported
India,Punjab,2021,Female,Property Dispute,4.0,,Various,Reported
India,Punjab,2021,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),7.0,,Various,Reported
India,Punjab,2021,Female,Unemployment,5.0,,Various,Reported
India,Punjab,2021,Male,Bankruptcy or Indebtedness,87.0,,Various,Reported
India,Punjab,2021,Male,Causes Not Known,76.0,,Various,Reported
India,Punjab,2021,Male,Death of Dear Person,23.0,,Various,Reported
India,Punjab,2021,Male,Drug Abuse/Alcoholic Addiction,78.0,,Various,Reported
India,Punjab,2021,Male,Failure in Examination,8.0,,Various,Reported
India,Punjab,2021,Male,Fall in Social Reputation,50.0,,Various,Reported
India,Punjab,2021,Male,Family Problems,247.0,,Various,Reported
India,Punjab,2021,Male,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Punjab,2021,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Punjab,2021,Male,Illness (AIDS/STD),4.0,,Illness,Reported
India,Punjab,2021,Male,Illness (Cancer),12.0,,Illness,Reported
India,Punjab,2021,Male,Illness (Insanity/Mental illness),882.0,,Illness,Reported
India,Punjab,2021,Male,Illness (Other Prolonged Illness),38.0,,Illness,Reported
India,Punjab,2021,Male,Illness (Paralysis),2.0,,Illness,Reported
India,Punjab,2021,Male,Impotency/Infertility,3.0,,Various,Reported
India,Punjab,2021,Male,Love Affairs,55.0,,Various,Reported
India,Punjab,2021,Male,Marriage Related Issues (Divorce),7.0,,Marriage,Reported
India,Punjab,2021,Male,Marriage Related Issues (Dowry Related Issues),3.0,,Marriage,Reported
India,Punjab,2021,Male,Marriage Related Issues (Extra Marital affairs),26.0,,Marriage,Reported
India,Punjab,2021,Male,Marriage Related Issues (Non-Settlement of Marriage),39.0,,Marriage,Reported
India,Punjab,2021,Male,Marriage Related Issues (Others),15.0,,Marriage,Reported
India,Punjab,2021,Male,Other Causes,51.0,,Various,Reported
India,Punjab,2021,Male,"Physical Abuse (Rape, etc.)",1.0,,Various,Reported
India,Punjab,2021,Male,Poverty,150.0,,Various,Reported
India,Punjab,2021,Male,Professional/Career Problem,34.0,,Various,Reported
India,Punjab,2021,Male,Property Dispute,70.0,,Various,Reported
India,Punjab,2021,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),16.0,,Various,Reported
India,Punjab,2021,Male,Unemployment,48.0,,Various,Reported
India,Punjab,2021,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Punjab,2021,Transgender,Causes Not Known,0.0,,Various,Reported
India,Punjab,2021,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Punjab,2021,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Punjab,2021,Transgender,Failure in Examination,0.0,,Various,Reported
India,Punjab,2021,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Punjab,2021,Transgender,Family Problems,0.0,,Various,Reported
India,Punjab,2021,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Punjab,2021,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Punjab,2021,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Punjab,2021,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Punjab,2021,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Punjab,2021,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Punjab,2021,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Punjab,2021,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Punjab,2021,Transgender,Love Affairs,0.0,,Various,Reported
India,Punjab,2021,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Punjab,2021,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Punjab,2021,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Punjab,2021,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Punjab,2021,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Punjab,2021,Transgender,Other Causes,0.0,,Various,Reported
India,Punjab,2021,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Punjab,2021,Transgender,Poverty,0.0,,Various,Reported
India,Punjab,2021,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Punjab,2021,Transgender,Property Dispute,0.0,,Various,Reported
India,Punjab,2021,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Punjab,2021,Transgender,Unemployment,0.0,,Various,Reported
India,Rajasthan,2021,Female,Bankruptcy or Indebtedness,4.0,,Various,Reported
India,Rajasthan,2021,Female,Causes Not Known,142.0,,Various,Reported
India,Rajasthan,2021,Female,Death of Dear Person,10.0,,Various,Reported
India,Rajasthan,2021,Female,Drug Abuse/Alcoholic Addiction,17.0,,Various,Reported
India,Rajasthan,2021,Female,Failure in Examination,39.0,,Various,Reported
India,Rajasthan,2021,Female,Fall in Social Reputation,7.0,,Various,Reported
India,Rajasthan,2021,Female,Family Problems,641.0,,Various,Reported
India,Rajasthan,2021,Female,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Rajasthan,2021,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Rajasthan,2021,Female,Illness (AIDS/STD),0.0,,Illness,Reported
India,Rajasthan,2021,Female,Illness (Cancer),12.0,,Illness,Reported
India,Rajasthan,2021,Female,Illness (Insanity/Mental illness),149.0,,Illness,Reported
India,Rajasthan,2021,Female,Illness (Other Prolonged Illness),42.0,,Illness,Reported
India,Rajasthan,2021,Female,Illness (Paralysis),3.0,,Illness,Reported
India,Rajasthan,2021,Female,Impotency/Infertility,0.0,,Various,Reported
India,Rajasthan,2021,Female,Love Affairs,212.0,,Various,Reported
India,Rajasthan,2021,Female,Marriage Related Issues (Divorce),24.0,,Marriage,Reported
India,Rajasthan,2021,Female,Marriage Related Issues (Dowry Related Issues),30.0,,Marriage,Reported
India,Rajasthan,2021,Female,Marriage Related Issues (Extra Marital affairs),48.0,,Marriage,Reported
India,Rajasthan,2021,Female,Marriage Related Issues (Non-Settlement of Marriage),77.0,,Marriage,Reported
India,Rajasthan,2021,Female,Marriage Related Issues (Others),6.0,,Marriage,Reported
India,Rajasthan,2021,Female,Other Causes,13.0,,Various,Reported
India,Rajasthan,2021,Female,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Rajasthan,2021,Female,Poverty,3.0,,Various,Reported
India,Rajasthan,2021,Female,Professional/Career Problem,16.0,,Various,Reported
India,Rajasthan,2021,Female,Property Dispute,19.0,,Various,Reported
India,Rajasthan,2021,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),18.0,,Various,Reported
India,Rajasthan,2021,Female,Unemployment,4.0,,Various,Reported
India,Rajasthan,2021,Male,Bankruptcy or Indebtedness,26.0,,Various,Reported
India,Rajasthan,2021,Male,Causes Not Known,429.0,,Various,Reported
India,Rajasthan,2021,Male,Death of Dear Person,8.0,,Various,Reported
India,Rajasthan,2021,Male,Drug Abuse/Alcoholic Addiction,169.0,,Various,Reported
India,Rajasthan,2021,Male,Failure in Examination,44.0,,Various,Reported
India,Rajasthan,2021,Male,Fall in Social Reputation,25.0,,Various,Reported
India,Rajasthan,2021,Male,Family Problems,1629.0,,Various,Reported
India,Rajasthan,2021,Male,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Rajasthan,2021,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Rajasthan,2021,Male,Illness (AIDS/STD),0.0,,Illness,Reported
India,Rajasthan,2021,Male,Illness (Cancer),20.0,,Illness,Reported
India,Rajasthan,2021,Male,Illness (Insanity/Mental illness),495.0,,Illness,Reported
India,Rajasthan,2021,Male,Illness (Other Prolonged Illness),108.0,,Illness,Reported
India,Rajasthan,2021,Male,Illness (Paralysis),11.0,,Illness,Reported
India,Rajasthan,2021,Male,Impotency/Infertility,1.0,,Various,Reported
India,Rajasthan,2021,Male,Love Affairs,425.0,,Various,Reported
India,Rajasthan,2021,Male,Marriage Related Issues (Divorce),35.0,,Marriage,Reported
India,Rajasthan,2021,Male,Marriage Related Issues (Dowry Related Issues),29.0,,Marriage,Reported
India,Rajasthan,2021,Male,Marriage Related Issues (Extra Marital affairs),61.0,,Marriage,Reported
India,Rajasthan,2021,Male,Marriage Related Issues (Non-Settlement of Marriage),209.0,,Marriage,Reported
India,Rajasthan,2021,Male,Marriage Related Issues (Others),10.0,,Marriage,Reported
India,Rajasthan,2021,Male,Other Causes,0.0,,Various,Reported
India,Rajasthan,2021,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Rajasthan,2021,Male,Poverty,37.0,,Various,Reported
India,Rajasthan,2021,Male,Professional/Career Problem,38.0,,Various,Reported
India,Rajasthan,2021,Male,Property Dispute,98.0,,Various,Reported
India,Rajasthan,2021,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),44.0,,Various,Reported
India,Rajasthan,2021,Male,Unemployment,106.0,,Various,Reported
India,Rajasthan,2021,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Causes Not Known,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Failure in Examination,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Family Problems,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Rajasthan,2021,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Rajasthan,2021,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Rajasthan,2021,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Rajasthan,2021,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Rajasthan,2021,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Love Affairs,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Rajasthan,2021,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Rajasthan,2021,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Rajasthan,2021,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Rajasthan,2021,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Rajasthan,2021,Transgender,Other Causes,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Poverty,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Property Dispute,0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Rajasthan,2021,Transgender,Unemployment,0.0,,Various,Reported
India,Sikkim,2021,Female,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Sikkim,2021,Female,Causes Not Known,8.0,,Various,Reported
India,Sikkim,2021,Female,Death of Dear Person,0.0,,Various,Reported
India,Sikkim,2021,Female,Drug Abuse/Alcoholic Addiction,6.0,,Various,Reported
India,Sikkim,2021,Female,Failure in Examination,0.0,,Various,Reported
India,Sikkim,2021,Female,Fall in Social Reputation,0.0,,Various,Reported
India,Sikkim,2021,Female,Family Problems,7.0,,Various,Reported
India,Sikkim,2021,Female,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Sikkim,2021,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Sikkim,2021,Female,Illness (AIDS/STD),0.0,,Illness,Reported
India,Sikkim,2021,Female,Illness (Cancer),1.0,,Illness,Reported
India,Sikkim,2021,Female,Illness (Insanity/Mental illness),18.0,,Illness,Reported
India,Sikkim,2021,Female,Illness (Other Prolonged Illness),6.0,,Illness,Reported
India,Sikkim,2021,Female,Illness (Paralysis),0.0,,Illness,Reported
India,Sikkim,2021,Female,Impotency/Infertility,2.0,,Various,Reported
India,Sikkim,2021,Female,Love Affairs,2.0,,Various,Reported
India,Sikkim,2021,Female,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Sikkim,2021,Female,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Sikkim,2021,Female,Marriage Related Issues (Extra Marital affairs),1.0,,Marriage,Reported
India,Sikkim,2021,Female,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Sikkim,2021,Female,Marriage Related Issues (Others),5.0,,Marriage,Reported
India,Sikkim,2021,Female,Other Causes,4.0,,Various,Reported
India,Sikkim,2021,Female,"Physical Abuse (Rape, etc.)",2.0,,Various,Reported
India,Sikkim,2021,Female,Poverty,0.0,,Various,Reported
India,Sikkim,2021,Female,Professional/Career Problem,2.0,,Various,Reported
India,Sikkim,2021,Female,Property Dispute,1.0,,Various,Reported
India,Sikkim,2021,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Sikkim,2021,Female,Unemployment,1.0,,Various,Reported
India,Sikkim,2021,Male,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Sikkim,2021,Male,Causes Not Known,11.0,,Various,Reported
India,Sikkim,2021,Male,Death of Dear Person,3.0,,Various,Reported
India,Sikkim,2021,Male,Drug Abuse/Alcoholic Addiction,49.0,,Various,Reported
India,Sikkim,2021,Male,Failure in Examination,0.0,,Various,Reported
India,Sikkim,2021,Male,Fall in Social Reputation,2.0,,Various,Reported
India,Sikkim,2021,Male,Family Problems,9.0,,Various,Reported
India,Sikkim,2021,Male,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Sikkim,2021,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Sikkim,2021,Male,Illness (AIDS/STD),0.0,,Illness,Reported
India,Sikkim,2021,Male,Illness (Cancer),0.0,,Illness,Reported
India,Sikkim,2021,Male,Illness (Insanity/Mental illness),68.0,,Illness,Reported
India,Sikkim,2021,Male,Illness (Other Prolonged Illness),23.0,,Illness,Reported
India,Sikkim,2021,Male,Illness (Paralysis),3.0,,Illness,Reported
India,Sikkim,2021,Male,Impotency/Infertility,0.0,,Various,Reported
India,Sikkim,2021,Male,Love Affairs,9.0,,Various,Reported
India,Sikkim,2021,Male,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Sikkim,2021,Male,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Sikkim,2021,Male,Marriage Related Issues (Extra Marital affairs),1.0,,Marriage,Reported
India,Sikkim,2021,Male,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Sikkim,2021,Male,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Sikkim,2021,Male,Other Causes,8.0,,Various,Reported
India,Sikkim,2021,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Sikkim,2021,Male,Poverty,0.0,,Various,Reported
India,Sikkim,2021,Male,Professional/Career Problem,5.0,,Various,Reported
India,Sikkim,2021,Male,Property Dispute,1.0,,Various,Reported
India,Sikkim,2021,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Sikkim,2021,Male,Unemployment,8.0,,Various,Reported
