Country,State,Year,Gender,Social Status,"Number Of Suicides (UOM:Number), Scaling Factor:1"
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,3337
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Male,Married,11526
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,213
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Male,Divorce,75
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Male,Separated,69
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Male,Others,33
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Male,Status not known,180
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,1297
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Female,Married,2977
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,119
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Female,Divorce,40
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Female,Separated,13
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Female,Others,9
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Female,Status not known,17
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,3
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,1
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,15
India,Manipur,"Calendar Year (Jan - Dec), 2020",Male,Married,12
India,Manipur,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Male,Divorce,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Male,Separated,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Male,Others,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Male,Status not known,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,7
India,Manipur,"Calendar Year (Jan - Dec), 2020",Female,Married,10
India,Manipur,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Female,Divorce,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Female,Status not known,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Manipur,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,66
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Male,Married,84
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,2
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Male,Divorce,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Male,Separated,7
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Male,Others,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Male,Status not known,4
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,37
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Female,Married,21
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,2
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Female,Divorce,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Female,Status not known,1
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,50
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Male,Married,35
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Male,Divorce,3
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Male,Separated,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Male,Others,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Male,Status not known,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,10
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Female,Married,10
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Female,Divorce,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Female,Status not known,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,16
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Male,Married,18
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Male,Divorce,2
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Male,Separated,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Male,Others,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Male,Status not known,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,6
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Female,Married,5
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Female,Divorce,1
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Female,Status not known,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,209
India,Odisha,"Calendar Year (Jan - Dec), 2020",Male,Married,367
India,Odisha,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Male,Divorce,12
India,Odisha,"Calendar Year (Jan - Dec), 2020",Male,Separated,16
India,Odisha,"Calendar Year (Jan - Dec), 2020",Male,Others,212
India,Odisha,"Calendar Year (Jan - Dec), 2020",Male,Status not known,3093
India,Odisha,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,146
India,Odisha,"Calendar Year (Jan - Dec), 2020",Female,Married,152
India,Odisha,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,4
India,Odisha,"Calendar Year (Jan - Dec), 2020",Female,Divorce,1
India,Odisha,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Female,Others,263
India,Odisha,"Calendar Year (Jan - Dec), 2020",Female,Status not known,1071
India,Odisha,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,8
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Male,Married,19
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Male,Divorce,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Male,Separated,5
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Male,Others,83
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Male,Status not known,184
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,8
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Female,Married,6
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Female,Divorce,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Female,Separated,3
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Female,Others,43
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Female,Status not known,49
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,618
India,Punjab,"Calendar Year (Jan - Dec), 2020",Male,Married,1307
India,Punjab,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,5
India,Punjab,"Calendar Year (Jan - Dec), 2020",Male,Divorce,8
India,Punjab,"Calendar Year (Jan - Dec), 2020",Male,Separated,11
India,Punjab,"Calendar Year (Jan - Dec), 2020",Male,Others,2
India,Punjab,"Calendar Year (Jan - Dec), 2020",Male,Status not known,41
India,Punjab,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,199
India,Punjab,"Calendar Year (Jan - Dec), 2020",Female,Married,413
India,Punjab,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,4
India,Punjab,"Calendar Year (Jan - Dec), 2020",Female,Divorce,4
India,Punjab,"Calendar Year (Jan - Dec), 2020",Female,Separated,2
India,Punjab,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Female,Status not known,1
India,Punjab,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Transgender,Others,1
India,Punjab,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,1165
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Male,Married,2704
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,26
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Male,Divorce,37
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Male,Separated,16
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Male,Others,20
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Male,Status not known,59
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,481
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Female,Married,1064
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,21
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Female,Divorce,30
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Female,Separated,5
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Female,Others,10
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Female,Status not known,19
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Transgender,Others,1
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,97
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Male,Married,111
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,2
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Male,Divorce,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Male,Separated,2
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Male,Others,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Male,Status not known,5
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,25
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Female,Married,41
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,1
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Female,Divorce,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Female,Status not known,1
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,2622
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Male,Married,8474
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,242
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Male,Divorce,83
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Male,Separated,162
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Male,Others,7
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Male,Status not known,8
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,1264
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Female,Married,3645
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,203
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Female,Divorce,68
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Female,Separated,86
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Female,Others,8
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Female,Status not known,1
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,3
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Transgender,Married,3
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,1
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Transgender,Others,3
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Telangana,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,1082
India,Telangana,"Calendar Year (Jan - Dec), 2020",Male,Married,4540
India,Telangana,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,73
India,Telangana,"Calendar Year (Jan - Dec), 2020",Male,Divorce,43
India,Telangana,"Calendar Year (Jan - Dec), 2020",Male,Separated,47
India,Telangana,"Calendar Year (Jan - Dec), 2020",Male,Others,34
India,Telangana,"Calendar Year (Jan - Dec), 2020",Male,Status not known,74
India,Telangana,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,435
India,Telangana,"Calendar Year (Jan - Dec), 2020",Female,Married,1592
India,Telangana,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,75
India,Telangana,"Calendar Year (Jan - Dec), 2020",Female,Divorce,18
India,Telangana,"Calendar Year (Jan - Dec), 2020",Female,Separated,20
India,Telangana,"Calendar Year (Jan - Dec), 2020",Female,Others,10
India,Telangana,"Calendar Year (Jan - Dec), 2020",Female,Status not known,14
India,Telangana,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,1
India,Telangana,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Telangana,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Telangana,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Telangana,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Telangana,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Telangana,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,45
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Male,Married,64
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,4
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Male,Divorce,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Male,Separated,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Male,Others,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Male,Status not known,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,16
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Female,Married,22
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,5
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Female,Divorce,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Female,Status not known,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,142
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Married,454
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Divorce,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Separated,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Others,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Status not known,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,68
India,Tripura,"Calendar Year (Jan - Dec), 2020",Female,Married,180
India,Tripura,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Female,Divorce,1
India,Tripura,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Female,Status not known,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,878
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Married,2005
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,48
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Divorce,6
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Separated,11
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Others,142
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Status not known,72
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,480
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Married,1015
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,21
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Divorce,8
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Separated,7
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Others,84
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Status not known,27
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,208
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Married,445
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Divorce,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Separated,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Others,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Status not known,11
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,98
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Married,171
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Widowed/Widower,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Divorce,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Separated,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Others,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Status not known,7
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Transgender,Un-Married,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Transgender,Married,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Transgender,Widowed/Widower,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Transgender,Divorce,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Transgender,Separated,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Transgender,Others,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Transgender,Status not known,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Un-Married,1497
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Married,4172
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Widowed/Widower,87
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Divorce,23
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Separated,55
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Others,394
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Status not known,1739
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Un-Married,1003
